artist,song,duration_s,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,country,latin,Folk/Acoustic,blues,classical,pop,easy listening,World/Traditional,hip hop,Dance/Electronic,metal,R&B,jazz,rock
DJ Snake,You Know You Like It,247.266,0,2014,0.69,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
David Guetta,Bad (feat. Vassy) - Radio Edit,170.625,0,2014,0.45,0.614,0.972,5,-3.927,0,0.088,0.00125,0.0186,0.328,0.411,127.966,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Tinashe,2 On (feat. ScHoolboy Q),227.0,1,2014,0.71,0.742,0.595,9,-7.51,1,0.107,0.15,0.0,0.111,0.431,101.013,"hip hop, pop, R&B, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,1,0,0
Route 94,My Love (feat. Jess Glynne),259.934,0,2014,0.72,0.814,0.622,8,-7.573,1,0.0492,0.000132,0.72,0.0658,0.726,119.976,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Taylor Swift,Bad Blood,211.933,0,2014,0.54,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.216,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trey Songz,Na Na,231.906,0,2015,0.62,0.67,0.476,9,-6.253,0,0.0406,0.328,0.0,0.104,0.235,96.975,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Calvin Harris,Under Control (feat. Hurts),184.28,0,2014,0.72,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
O.T. Genasis,CoCo,239.573,1,2014,0.61,0.886,0.628,8,-5.949,1,0.131,0.00215,1.15e-05,0.31,0.178,119.906,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jason Derulo,Wiggle (feat. Snoop Dogg),193.295,0,2013,0.66,0.697,0.621,9,-6.886,0,0.25,0.0802,0.0,0.162,0.721,81.946,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,189.399,0,2014,0.66,0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,"pop, rock",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Jeremih,Don't Tell 'Em,266.84,1,2015,0.74,0.856,0.527,2,-5.225,1,0.0997,0.392,0.0,0.11,0.386,98.052,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Nicki Minaj,Anaconda,260.24,1,2014,0.66,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Calvin Harris,Blame (feat. John Newman),212.96,0,2014,0.75,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
DJ Snake,Turn Down for What,213.733,0,2013,0.7,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Pitbull,Timber (feat. Ke$ha),204.16,0,2012,0.8,0.581,0.963,11,-4.087,1,0.0981,0.0295,0.0,0.139,0.788,129.992,"hip hop, pop, latin",0,1,0,0,0,1,0,0,1,0,0,0,0,0
OneRepublic,Counting Stars,257.386,0,2014,0.62,0.663,0.705,1,-4.972,0,0.0385,0.0654,0.0,0.117,0.477,122.014,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bobby Shmurda,Hot N*gga,194.561,1,2014,0.73,0.794,0.51,9,-7.314,1,0.42,0.0505,1.81e-06,0.0562,0.18,167.879,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Calvin Harris,Summer,224.506,0,2014,0.21,0.603,0.861,4,-3.565,0,0.0325,0.0215,0.043,0.1,0.72,127.962,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Nico & Vinz,Am I Wrong,245.866,0,2014,0.76,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Becky G,Shower,206.166,0,2014,0.78,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,"pop, latin",0,1,0,0,0,1,0,0,0,0,0,0,0,0
Sigma,Nobody To Love - Radio Edit,189.72,0,2014,0.62,0.441,0.921,8,-3.32,1,0.0436,0.000526,6.34e-06,0.177,0.182,175.001,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Lorde,Team,193.058,0,2013,0.76,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Rixton,Me And My Broken Heart,193.733,0,2014,0.77,0.545,0.783,5,-4.261,0,0.0345,0.00489,0.0,0.132,0.551,174.084,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Klingande,Jubel - Radio Edit,201.626,0,2013,0.5,0.686,0.524,0,-7.251,1,0.0343,0.649,0.0569,0.14,0.0951,124.938,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Mr. Probz,Waves - Robin Schulz Radio Edit,208.133,0,2014,0.02,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993,"hip hop, Dance/Electronic",0,0,0,0,0,0,0,0,1,1,0,0,0,0
Paloma Faith,Only Love Can Hurt Like This,232.893,0,2014,0.8,0.566,0.885,8,-4.528,1,0.0818,0.0958,9.97e-05,0.334,0.304,90.99,"pop, R&B, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,1,0,0
Kiesza,Hideaway,251.986,0,2014,0.64,0.838,0.72,7,-4.135,0,0.0483,0.0862,0.00696,0.0772,0.203,122.993,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Kid Ink,Show Me (feat. Chris Brown),217.8,1,2014,0.68,0.711,0.508,7,-7.299,1,0.0502,0.0355,0.0,0.141,0.663,98.098,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Tove Lo,Talking Body,238.426,1,2014,0.66,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Chris Brown,Loyal (feat. Lil Wayne & Tyga),264.946,1,2014,0.72,0.841,0.522,10,-5.963,0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
OneRepublic,Love Runs Out,224.226,0,2014,0.59,0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0973,0.738,120.022,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Peking Duk,High (feat. Nicole Millar),228.0,0,2014,0.48,0.525,0.803,0,-4.052,0,0.0492,0.00129,0.000868,0.29,0.383,100.094,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Milky Chance,Stolen Dance,313.684,0,2014,0.73,0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,set(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed Sheeran,Don't,219.84,0,2014,0.72,0.806,0.608,1,-7.008,1,0.0659,0.0113,0.0,0.635,0.849,95.049,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ariana Grande,Love Me Harder,236.133,0,2014,0.74,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Enrique Iglesias,Bailando - Spanish Version,243.386,0,2014,0.66,0.718,0.792,7,-3.519,1,0.105,0.0467,3.65e-06,0.0399,0.96,90.949,"pop, latin",0,1,0,0,0,1,0,0,0,0,0,0,0,0
Avicii,Hey Brother,255.093,0,2013,0.02,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Jessie J,Bang Bang,199.386,0,2014,0.77,0.706,0.786,0,-3.417,0,0.091,0.26,0.0,0.38,0.751,150.028,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Duke Dumont,I Got U,285.596,0,2014,0.67,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Gorgon City,Ready For Your Love,198.88,0,2014,0.61,0.677,0.753,5,-7.038,1,0.154,0.0531,0.0128,0.333,0.471,121.939,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Taylor Swift,Style,231.0,0,2014,0.61,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MKTO,Classic,175.426,0,2012,0.82,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ariana Grande,Problem,193.92,0,2014,0.73,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Charli XCX,Boom Clap,169.866,0,2014,0.49,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
One Direction,Steal My Girl,228.133,0,2014,0.79,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Selena Gomez,The Heart Wants What It Wants,227.36,0,2014,0.58,0.616,0.789,7,-4.874,0,0.0377,0.053,0.0,0.142,0.621,83.066,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rita Ora,I Will Never Let You Down,203.466,0,2014,0.65,0.753,0.801,4,-3.215,1,0.0296,0.403,0.0,0.128,0.794,128.011,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
5 Seconds of Summer,She Looks So Perfect,202.496,0,2014,0.74,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Script,Superheroes,245.466,0,2014,0.74,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996,"pop, rock",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Taylor Swift,Shake It Off,219.2,0,2014,0.79,0.647,0.8,7,-5.384,1,0.165,0.0647,0.0,0.334,0.942,160.078,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
One Direction,Night Changes,226.6,0,2014,0.83,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ed Sheeran,Sing,235.382,0,2014,0.69,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alesso,Heroes (we could be),209.866,0,2014,0.52,0.521,0.754,5,-4.144,1,0.0634,0.0373,0.0,0.239,0.352,125.876,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
G.R.L.,Ugly Heart,198.306,0,2014,0.64,0.65,0.786,9,-5.488,1,0.0463,0.019,0.0,0.323,0.446,124.96,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Coldplay,A Sky Full of Stars,267.866,0,2014,0.8,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Clean Bandit,Rather Be (feat. Jess Glynne),227.833,0,2014,0.72,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,217.346,0,2014,0.63,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Sia,Elastic Heart,257.2,0,2014,0.7,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
One Direction,Story of My Life,245.493,0,2013,0.81,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alex & Sierra,Little Do You Know,185.2,0,2014,0.75,0.5,0.292,0,-8.554,1,0.0323,0.746,0.0,0.188,0.37,145.879,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),226.58,1,2014,0.55,0.733,0.676,10,-5.655,0,0.0432,0.0697,0.0,0.208,0.701,97.448,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Echosmith,Cool Kids,237.626,0,2013,0.71,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Natalie La Rose,Somebody,189.906,0,2014,0.66,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,set(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vance Joy,Riptide,204.28,0,2014,0.8,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Beyoncé,Drunk in Love (feat. Jay-Z),323.48,1,2014,0.7,0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Ella Henderson,Ghost,213.213,0,2014,0.63,0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",300.84,0,2013,0.71,0.581,0.0549,10,-20.514,0,0.0397,0.559,0.0,0.0718,0.234,152.037,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chris Brown,New Flame (feat. Usher & Rick Ross),244.226,1,2014,0.67,0.702,0.629,1,-4.292,1,0.041,0.0506,0.0,0.0963,0.446,141.967,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Sam Smith,Money On My Mind,192.67,0,2014,0.62,0.688,0.841,2,-5.217,1,0.179,0.204,0.000295,0.229,0.743,133.912,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jason Derulo,Trumpets,217.306,0,2013,0.53,0.627,0.703,0,-4.884,1,0.236,0.563,0.0,0.0962,0.64,81.897,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nicki Minaj,Bed Of Lies,269.946,1,2014,0.53,0.716,0.67,11,-5.779,1,0.194,0.251,0.0,0.109,0.124,86.01,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Mark Ronson,Uptown Funk (feat. Bruno Mars),269.666,1,2015,0.82,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ed Sheeran,Thinking out Loud,281.56,0,2014,0.81,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wiz Khalifa,See You Again (feat. Charlie Puth),229.525,0,2015,0.81,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Justin Bieber,What Do You Mean?,205.68,0,2015,0.77,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Major Lazer,Lean On (feat. MØ & DJ Snake),176.561,0,2015,0.73,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",252.226,0,2014,0.76,0.659,0.381,2,-5.922,0,0.0304,0.385,0.0,0.0972,0.426,119.844,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252.534,0,2015,0.78,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,"pop, rock, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,1
Calvin Harris,Outside (feat. Ellie Goulding),227.266,0,2014,0.78,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192.56,0,2014,0.75,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Taylor Swift,Blank Space,231.826,0,2014,0.82,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Weeknd,The Hills,242.253,1,2015,0.84,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Neighbourhood,Daddy Issues,260.173,0,2015,0.85,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Deorro,Five More Hours,211.975,0,2015,0.66,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Avicii,The Nights,176.658,0,2014,0.85,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Adam Lambert,Ghost Town,208.33,1,2015,0.46,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rae Sremmurd,No Type,200.08,1,2015,0.71,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),190.185,0,2015,0.49,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Robin Schulz,Sugar (feat. Francesco Yates),219.043,0,2015,0.76,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Calvin Harris,How Deep Is Your Love,212.64,0,2015,0.76,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Philip George,Wish You Were Mine - Radio Edit,177.56,0,2014,0.65,0.654,0.832,7,-4.164,0,0.0293,0.0126,0.0901,0.102,0.407,123.002,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Fall Out Boy,Centuries,228.36,0,2015,0.8,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177.184,1,2016,0.76,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lost Frequencies,Are You With Me - Radio Edit,138.842,0,2014,0.33,0.776,0.574,5,-9.882,0,0.0317,0.466,7.83e-05,0.131,0.412,121.03,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Twenty One Pilots,Stressed Out,202.333,0,2015,0.83,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,rock,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fifth Harmony,Worth It (feat. Kid Ink),224.573,0,2015,0.73,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KALEO,Way down We Go,219.56,0,2015,0.63,0.59,0.578,10,-5.798,0,0.0528,0.612,0.000162,0.0837,0.264,81.663,"rock, classical",0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sam Smith,Like I Can,167.065,0,2014,0.79,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,166.138,0,2015,0.49,0.746,0.877,9,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Martin Solveig,Intoxicated - New Radio Mix,159.693,0,2015,0.48,0.8,0.677,0,-4.023,1,0.0393,0.00563,0.00409,0.0838,0.547,125.004,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Avicii,Waiting For Love,230.613,0,2015,0.79,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),186.146,0,2018,0.72,0.778,0.566,2,-6.959,0,0.0311,0.672,0.000197,0.0698,0.479,117.971,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Taylor Swift,Wildest Dreams,220.44,0,2014,0.78,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pitbull,Time of Our Lives,229.36,1,2014,0.8,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,"hip hop, pop, latin",0,1,0,0,0,1,0,0,1,0,0,0,0,0
Galantis,Runaway (U & I),227.073,0,2015,0.74,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Rihanna,Bitch Better Have My Money,219.305,1,2015,0.73,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
One Direction,Drag Me Down,192.12,0,2015,0.79,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Travis Scott,Antidote,262.693,1,2015,0.73,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,"hip hop, Dance/Electronic",0,0,0,0,0,0,0,0,1,1,0,0,0,0
Demi Lovato,Confident,205.745,1,2015,0.64,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lemaitre,Closer,270.589,0,2017,0.59,0.583,0.785,2,-3.991,0,0.0337,0.0012,0.0127,0.124,0.355,91.977,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Selena Gomez,Same Old Love,229.08,0,2015,0.69,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pia Mia,Do It Again,207.746,1,2015,0.72,0.712,0.564,8,-6.527,1,0.047,0.0266,0.0,0.0874,0.411,95.95,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Flo Rida,My House,192.19,0,2015,0.76,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Chris Brown,Ayo,225.226,1,2015,0.71,0.823,0.563,6,-5.095,1,0.0443,0.0399,0.0,0.0851,0.682,98.031,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
The Strumbellas,Spirits,203.653,0,2016,0.71,0.556,0.658,0,-6.075,1,0.0265,0.164,0.0,0.113,0.787,80.529,"rock, Folk/Acoustic, pop",0,0,1,0,0,1,0,0,0,0,0,0,0,1
Fetty Wap,Trap Queen,222.093,1,2015,0.68,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Beyoncé,7/11,213.506,0,2014,0.69,0.747,0.705,9,-5.137,0,0.126,0.0128,0.0,0.126,0.56,136.024,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Lana Del Rey,High By The Beach,257.573,1,2015,0.67,0.536,0.486,11,-11.067,0,0.0346,0.244,0.00788,0.12,0.0968,131.988,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zara Larsson,Never Forget You,213.427,0,2017,0.73,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Jeremih,oui,238.32,0,2015,0.77,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Drake,Hotline Bling,267.066,0,2016,0.77,0.891,0.628,2,-7.863,1,0.0551,0.00258,0.00019,0.0504,0.552,134.966,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Selena Gomez,Kill Em With Kindness,217.906,0,2015,0.64,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Birdy,Let It All Go,280.757,0,2015,0.68,0.383,0.43,10,-8.644,1,0.0302,0.817,1.04e-06,0.0869,0.174,107.005,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
